,uid,iid,rating,ts
62978,622,1540,2,880701168
78782,141,1418,3,886143134
5448,823,1411,2,880498704
20106,985,1245,1,879824084
46108,476,735,4,885003458
23104,583,1644,5,880015689
34470,366,1427,3,876097239
68788,333,1631,3,891403274
64981,766,1173,3,892702359
66043,154,914,4,884317941
39433,586,1398,5,885367123
54638,513,1451,1,885005370
82237,249,1599,4,889666792
19499,751,1117,4,880009088
58610,185,1601,4,879062835
17767,708,1486,3,881473871
41121,530,1699,3,879546598
85225,113,855,4,881746257
64727,120,978,3,880543074
20054,513,1624,4,883898654
30549,697,1473,3,879911054
41170,517,1520,2,879322256
907,884,950,4,886677651
62989,502,1515,4,882324130
61286,205,1119,4,883621486
41705,707,1182,5,889274659
50245,571,1608,4,882753854
49368,280,638,5,891630982
29534,643,1427,5,879319627
75832,512,1111,3,891662570
28683,679,1640,4,879809124
5071,629,1525,1,877855436
57050,205,944,3,880928065
13925,970,1469,2,875429236
19273,799,750,3,884508780
30533,702,1112,4,884493192
20652,580,1381,4,891725358
66721,432,1217,5,878275451
41160,979,1441,2,875319175
53362,608,1503,5,891407148
59522,439,1226,5,886175488
80189,212,1524,5,881236913
68364,102,949,3,888662791
44928,894,1672,4,881819314
29749,956,963,1,883981468
72243,881,1669,5,875149949
40726,550,1436,3,882738751
80540,259,1474,2,891823881
46265,352,324,2,884735350
32031,492,1520,5,884135735
23454,773,1379,3,881886533
35736,849,735,5,879893019
18645,824,1454,5,886416164
55084,245,1357,3,882938247
27457,814,1397,3,892086108
71296,109,672,3,883857691
17613,841,1427,5,880854105
18547,656,1693,4,885182838
53172,457,1397,4,876032535
1112,924,1424,5,875395771
23677,778,1669,5,878550623
6964,985,1552,3,879824219
12341,875,919,3,893206633
10748,659,1408,5,891125829
63071,303,1377,4,882989791
71739,546,1415,2,882328087
40451,534,1469,1,890653329
70921,68,249,5,891617845
82277,373,1512,4,879899366
74020,226,1131,2,888926027
31752,687,880,2,891398398
54773,389,1364,5,892004569
57909,251,1269,5,879216239
17193,546,401,2,888635161
49463,556,1455,4,892347572
15157,944,972,3,893279590
19509,595,1248,5,885916604
6118,999,1438,3,875439591
11082,669,1641,5,877564553
56448,289,1484,4,880361319
28857,501,1049,4,885967065
47161,432,928,1,878275165
67019,352,1450,4,882579634
67965,68,1491,5,891618428
54694,209,1373,5,879816147
32030,904,1214,3,884771562
46788,284,1112,4,880163776
50003,439,1505,3,886177133
22162,729,1563,4,886215806
26191,697,190,3,879853829
55455,776,1320,4,888472358
4926,957,834,4,884324587
41357,493,950,5,890332444
46952,583,1235,4,880016249
56144,204,1307,4,893587103
68007,553,1443,3,879222690
84315,672,1604,4,885414344
66671,529,1280,1,890196197
11273,703,952,2,875322230
27961,754,561,2,885291981
67001,910,1480,4,891753335
5227,689,1501,4,884733655
735,671,1600,4,892023982
34304,709,965,4,875236197
59876,814,1541,5,879391893
71539,334,737,3,880507260
27892,467,1631,4,879807019
25371,592,1353,3,890047931
16653,622,1590,3,880701197
50044,204,1613,5,893586898
54221,484,1488,4,891658819
37675,637,1416,2,891864157
8568,675,1395,2,891845808
42423,672,851,3,885416503
19756,856,1458,4,888471614
66803,995,1275,2,876005610
78471,174,291,2,886058612
59449,463,1470,2,886400030
32910,621,1449,5,885431471
6931,908,1571,4,886811331
59967,598,1583,3,876635343
65290,550,1470,4,882739902
9637,635,1425,4,891672189
13469,744,921,4,882532814
57420,138,1532,4,879672696
72052,777,1545,5,891919122
23012,615,1275,3,879813894
56918,179,1519,4,875160691
54428,801,1686,4,884151175
2335,675,1194,5,891846350
80007,374,1398,4,879139412
14441,607,521,4,890099607
82204,394,1618,5,881293816
38082,563,754,3,881370262
70826,613,1461,1,886852140
13693,766,1464,3,892447506
49952,279,819,3,877505529
55301,146,1225,4,883180522
65743,438,1526,5,879564275
45342,281,1650,2,879726841
32833,994,1188,4,883969325
19155,674,1517,5,880244021
9353,990,1540,4,878257114
85620,118,1599,3,880247977
81291,152,1186,5,887411947
69554,224,1268,1,891997147
34165,664,1416,4,878128003
18233,692,1103,3,888107103
47180,984,1398,5,878085163
29133,884,1342,2,876820264
42948,412,890,4,890397615
35458,805,670,2,878203621
44170,649,1388,5,883724954
62905,550,951,4,892509977
36561,668,1490,5,888307151
75198,905,1638,4,879564524
14317,790,836,3,888099012
37785,395,660,2,879793859
55337,268,762,1,882958371
71947,958,650,3,881475708
64503,358,958,5,885971009
33960,972,1524,5,882324615
15964,959,1519,4,891055345
70877,564,860,3,888140167
900,908,1566,4,876024793
24867,696,1400,5,885336585
71582,273,1295,3,884077741
31807,452,1377,4,891411717
76579,154,949,5,884315108
25556,536,1442,5,878722796
9065,778,1412,4,884183422
29835,626,722,2,881304403
49760,335,1557,4,884661645
58980,120,979,1,880542919
53216,593,1112,4,875921134
85584,154,1281,5,884317119
27769,932,1291,3,877342847
78665,231,1582,4,885792269
22879,699,961,2,882445136
30988,904,1518,4,884770961
34932,540,1427,4,883280541
21332,719,1392,1,881568467
17534,909,1489,2,891807378
17687,724,1442,5,875154507
79790,458,1613,3,886900846
11392,821,1354,3,892519659
77669,206,1686,5,891403126
26433,467,853,3,880771166
65584,111,1225,4,880545066
19007,930,1550,3,884433417
16299,703,1630,5,875607789
20442,687,1372,4,891381077
64748,138,1216,4,879672741
39661,578,1248,3,880112353
54986,724,707,3,875155235
53095,283,949,4,885010171
33005,396,1256,2,884036345
83097,237,1688,5,879286656
7282,707,980,1,889275844
26684,688,1286,3,892067796
52241,205,1186,4,883618642
57498,485,1411,1,888028301
21776,657,1172,3,876773174
8692,855,1352,4,888765712
36140,615,1565,3,879813161
72138,807,293,3,889494316
40723,597,1594,2,880154254
50665,571,491,3,882755520
52061,312,1371,5,884521776
34725,414,1424,3,884425862
53405,394,1038,4,881294332
61601,111,1206,3,880549445
14878,704,1566,5,884565434
6761,653,1412,5,882020288
85410,119,1693,4,876904334
40161,439,1484,3,886175343
5190,842,1134,3,880502669
42704,697,1417,3,879836106
79245,193,869,4,892899051
85139,318,1228,3,888890869
13679,751,1400,4,879939659
56703,341,1496,4,891752322
74018,583,1049,4,880016382
79081,957,1627,4,884324269
4161,957,1402,4,876343381
52564,307,1119,3,875850901
53611,575,1338,3,890714487
54720,800,1457,3,876409889
41599,368,1550,2,879825695
58954,512,1173,3,891662643
48880,721,1470,4,893233224
3798,993,1611,5,891719252
21539,882,1141,4,875753476
46436,564,1589,4,888139943
27388,816,1634,4,890278183
73214,251,714,3,879218277
67022,90,1418,3,881189489
84044,766,1573,4,892446556
30617,906,1491,5,886376471
46379,468,775,4,892888812
33649,528,1466,4,876348251
69952,473,1532,5,879824575
70024,305,1432,5,889174034
50675,204,1536,3,893562718
48867,285,1253,3,876331622
67642,273,1539,4,884080886
8513,671,1397,4,892023520
77196,565,1221,3,884500071
39102,824,1583,4,886416475
11428,951,1689,3,888437628
47403,584,1378,3,877064958
69757,289,1511,5,886398727
60909,160,1193,4,891576837
50419,306,1522,4,876095269
70073,721,895,3,879941192
81113,347,877,2,880521738
34618,511,1360,4,891816537
81317,802,1563,4,884573422
32942,599,1343,4,891401066
50925,508,1508,3,880337753
21535,716,1393,4,885697492
63437,253,1049,5,889009032
30261,906,1035,3,892091498
22577,724,877,3,875154977
36455,447,1097,5,880316865
13006,617,1187,5,891561186
56836,345,1372,2,887793195
54696,253,1112,5,889008159
33420,579,1696,3,892609794
34061,977,1268,4,884918218
78742,383,1047,4,884157125
79754,110,1180,4,882771813
44444,486,1544,4,875679395
65398,318,1158,2,888891397
64921,938,1245,3,879740866
40583,314,1602,5,879914821
11211,978,1474,4,879256315
37337,584,1024,5,893581719
38562,466,877,4,878176143
37296,544,1504,4,881742819
39805,568,1443,5,889784288
31312,563,968,4,880511337
17492,654,1150,4,886642084
27706,756,1636,5,880973808
54242,915,1174,4,879822670
75284,508,1501,3,880337425
58476,371,1196,4,880485889
55910,152,1548,5,887414336
12402,863,1583,5,881801185
31127,475,688,3,881454248
62945,130,1230,3,880269897
39117,546,761,2,888635556
37487,608,1642,4,891406603
76157,307,1524,2,875851438
29398,706,1431,5,878186627
34178,507,946,3,884498038
70332,60,949,3,885169397
31776,743,1534,4,880864692
10633,628,1153,5,877237651
74383,78,1516,3,891818071
8267,615,1505,1,879821943
70808,422,1402,4,889325754
17449,999,1691,5,878911711
54446,611,1354,4,886049485
4246,881,1556,4,887406835
1969,738,1483,3,880160988
13953,948,1607,4,883290527
38193,982,1266,3,880499467
46037,940,945,4,883695809
29321,443,1692,5,881547823
70389,193,1604,3,892896734
68436,583,707,3,880014970
68456,87,1112,3,881817426
4434,944,1606,4,893278462
13326,657,1486,4,876774774
63292,153,1215,3,879309709
76616,157,961,2,879815693
50437,908,1521,5,876021247
6835,910,1089,5,891752959
12320,918,667,1,885082730
62668,446,1427,3,876600009
50435,225,1414,4,891400911
43937,439,1520,4,886175431
62687,119,1266,2,876907059
82112,96,1463,5,880103721
73548,985,952,3,879823432
76277,169,1672,3,891723018
33129,666,794,5,891912347
47506,587,1397,5,880336963
693,724,1430,4,879499565
4817,709,1321,3,875202997
61968,337,781,3,889860732
7514,891,834,4,880940042
48412,362,1196,2,877063730
20286,957,1675,5,876343826
9146,756,1519,4,880972472
52317,486,1584,4,875830596
44592,350,1466,4,891738060
41607,941,1084,5,888574219
60251,409,1621,4,891399341
1629,941,1141,5,888574732
33394,408,1553,4,882976527
83713,548,496,4,875928320
83136,64,1414,5,887201964
64349,63,1425,4,877137493
71467,637,963,1,891865344
54148,251,1189,4,879215456
45289,607,672,3,888113344
58549,293,1642,3,886654077
77466,334,249,3,880507784
11914,639,1016,4,879809385
11070,707,1097,5,889274068
68453,146,1036,4,883182261
49644,218,1017,1,891866383
1142,699,1647,1,882447053
36138,890,1016,4,887356650
10964,709,1611,3,875203286
14582,774,1491,3,884257316
34317,583,903,3,881320826
1202,778,1483,3,881428232
12551,750,1460,4,878460341
15845,709,1608,4,875203261
80635,571,1527,4,882752664
4789,982,1217,4,880498110
23773,544,1027,3,881743019
16034,672,1226,4,885414625
40071,620,1691,3,885847471
37509,661,1526,4,891400490
44888,672,1273,3,885413910
16350,940,1222,3,883694633
32751,485,1378,3,888027243
51131,376,1550,4,880160663
21463,503,1134,3,879679111
74569,136,599,4,889255672
43527,307,1677,4,875850338
30491,993,1543,5,891720229
49494,555,1519,2,891568115
3285,704,1408,5,884564227
50523,546,1601,3,882328466
15671,729,1583,3,886474173
82838,310,1468,4,881545859
49818,476,1462,4,885002925
7593,987,1103,3,882765820
63544,361,908,2,891608922
64925,152,1582,2,887415413
23631,595,552,1,885914850
25402,514,186,4,880242833
40101,807,1523,4,891228460
75745,131,1574,2,884860097
57660,226,1050,1,888925063
28920,584,1402,4,877065557
23295,855,1013,2,882549505
28719,552,1379,4,892256679
82078,68,1205,5,891619275
13161,960,1406,4,889409841
56551,284,1212,4,880164341
42287,806,656,2,879892749
34591,379,824,2,884167373
14849,553,1579,5,879223277
60342,104,1419,2,887529342
14828,609,1496,3,877767828
74642,652,1549,3,886891626
64755,163,1425,4,876090159
85215,103,1560,3,880359573
82413,103,1527,3,880358949
40761,416,1618,3,886146628
20013,666,1605,3,891916239
77887,940,1097,5,883694822
20050,728,1507,4,879823424
22460,724,1346,4,889241558
16877,987,1689,1,882765316
81427,375,1500,3,892368856
53462,224,1189,5,891996802
39914,331,1531,3,891885329
56278,167,1251,2,875592093
81488,952,1398,4,879803124
12567,768,1185,2,880430583
72860,363,1378,3,883269058
39337,811,1037,3,893633943
2330,855,483,2,875640519
29602,620,1518,3,885846561
14365,870,1011,2,880764320
41461,345,1623,3,887798916
56942,537,1563,2,877753407
74146,154,1624,4,884317370
27179,657,1637,4,876774232
84930,138,1520,5,879673267
29244,707,1150,1,889274951
31084,992,1459,4,879730593
42534,564,1115,3,888139892
10274,942,1154,2,892610360
65640,213,802,3,889347352
62754,439,1217,4,886175782
16616,657,1600,5,876770838
29782,679,1526,3,879809281
59469,193,1320,4,893448612
36312,910,795,4,891751489
3907,945,1644,4,878544567
84492,449,1367,5,893143754
11234,717,1412,2,879666037
45550,457,1543,3,875231719
59753,179,1487,5,875161976
76967,264,1167,3,879077278
61883,544,1267,4,881741290
63103,125,1049,5,876834857
27254,497,1186,3,880840272
9000,829,678,3,891403059
78015,162,1490,4,887435529
80407,157,1521,4,879814944
50936,657,1139,3,876773342
70832,565,1280,4,884500731
72761,361,1527,1,891607662
49601,433,1506,3,882794044
11419,595,600,1,885914851
3695,661,1225,5,891401026
63906,941,1175,3,888572928
59696,375,1446,3,891642067
49790,575,1315,2,879106983
70568,375,1417,3,891997843
47640,394,1631,4,881294509
84660,81,1601,4,875742115
50030,905,1603,4,879566822
20589,626,1552,4,880761162
51355,421,952,3,881319739
61203,146,1165,3,883181534
60565,325,1382,5,889857443
61497,253,1218,5,889007696
25013,891,1623,4,880946558
34746,499,1192,4,883716090
72753,129,1604,5,888561347
68744,355,1382,5,892421411
8834,811,1685,2,893632505
59643,846,1478,2,879507080
9590,980,1103,3,880036360
53826,345,1584,2,887845169
83419,114,1532,4,876399743
50209,501,1688,5,885967210
33654,417,1432,5,879752264
27567,812,1238,4,875441416
44735,431,1432,3,880927526
32423,746,1496,4,886840604
73862,114,1543,4,876399865
18593,931,1577,4,882494295
28349,595,469,1,885916306
2060,705,964,5,880334668
54977,165,1072,3,891401100
55151,449,937,5,893152178
51887,212,1130,3,881238032
74702,584,776,5,893580793
19431,655,1530,5,885270487
25992,668,1330,2,888307019
40516,345,1175,2,892702143
48198,640,1513,4,880723697
83787,119,1426,3,876905020
25912,901,1342,2,886046690
1005,943,1450,3,884065393
4450,701,958,4,878246509
40423,930,1103,3,884517169
74832,132,1610,3,877478044
4559,699,1049,5,882444164
70623,204,1184,4,893416285
39380,383,1053,3,884157176
51965,993,1051,5,891721424
14865,930,1494,3,884435196
2992,731,1036,5,891825237
85277,104,1204,4,887526199
21551,987,1358,4,886112820
33684,505,1204,5,889001058
83214,96,991,3,880103669
76604,668,1553,4,888306694
71095,138,1103,3,879671867
8887,599,1214,4,891401354
76206,414,1577,3,884425831
67623,941,771,2,888571188
5324,646,1220,4,891586067
67068,136,1609,5,889255342
53502,615,1481,1,879815122
58819,855,879,3,875641003
20006,657,1462,4,876772817
2672,701,1430,4,878420545
62771,459,1297,3,884233280
206,778,1547,4,878550586
78623,606,1609,4,881254991
60887,712,1503,5,889593744
50881,242,1384,5,888388997
15704,954,1162,3,883979683
83900,449,1490,4,893145957
12635,701,1502,4,889869458
76521,399,1579,2,876715437
59527,743,1639,5,879915704
40079,826,829,1,886802336
58561,135,875,1,880512293
12644,906,474,4,892092251
1878,918,1636,5,879138339
33925,906,1527,4,886240928
71061,58,1528,5,891651133
49292,724,1475,3,875155024
70644,382,1132,4,891677579
55377,560,1458,5,891914764
37595,366,1571,4,876097275
10388,913,611,3,880244395
37583,664,915,1,878127105
13101,637,1313,1,891865809
61477,951,1245,1,888436961
71109,154,1631,5,884315670
7840,705,1536,5,879886565
25325,964,1342,5,882525751
11981,905,1202,3,879565615
77129,312,1391,5,884521776
64782,563,1629,3,880509572
942,721,1451,3,879246590
27724,697,1532,5,879835393
71920,233,1517,4,891831040
29031,951,1604,1,888437682
58781,390,1118,4,889071919
13985,646,1071,3,891585829
1916,938,1604,4,879743005
48361,883,1544,4,881379546
23175,584,1369,4,890389535
80011,128,1583,4,888847341
56202,721,1150,4,881218243
18458,990,1489,5,878257300
73386,118,1520,4,880233477
16748,542,599,4,886766101
64138,729,1046,5,886216645
30942,542,1104,4,886763520
64776,318,1017,2,888886673
20090,654,1527,3,875316645
63139,329,1466,4,883915060
83299,130,1647,2,880082521
68505,205,1604,2,881898585
63847,459,1634,4,884234099
4953,938,1527,5,879742902
38468,960,1390,3,889409453
70420,760,1393,4,886143853
79439,497,1489,5,880840605
29216,424,1420,5,887353173
23832,622,1689,3,880414686
53394,240,881,1,876034234
56587,761,1495,3,889549185
47365,595,1333,1,885915392
3239,791,1349,2,883957716
13504,998,1421,4,888919915
23572,503,1315,3,879678962
56385,526,1190,4,888294007
35330,627,1520,3,877466848
59112,289,585,4,876553982
44483,347,1284,1,880520596
65110,701,1185,4,878245861
10399,849,1016,3,879893019
77571,502,1238,3,882327067
25624,555,1636,2,891355941
24164,829,1442,4,891402971
33543,528,985,4,876350777
85114,97,1376,4,891399867
12255,673,1503,4,888112193
68390,622,1656,3,880423207
14539,722,1394,5,891663213
21296,574,1568,4,879810253
48972,253,1489,5,889007184
28813,881,1532,5,875149521
3098,744,411,4,882518722
47483,477,1223,3,884071665
79583,863,1621,5,881801859
1528,884,684,2,876821546
18778,639,919,2,879809349
80281,707,1463,3,889272866
17795,736,1496,5,886491642
78031,985,762,3,879823403
57887,350,1491,3,891750202
43609,324,952,4,893053708
18640,601,1154,2,882709553
71129,666,939,2,891917888
69661,257,1431,4,881645437
25379,673,1118,4,888190881
5876,954,1372,4,883979600
31168,686,979,5,878259635
56566,627,759,4,877473733
42867,505,1040,3,889003314
49455,754,891,2,885291937
23444,709,1560,4,875455057
29008,811,1687,4,893632390
2202,993,1058,3,892500447
49213,293,1006,4,886654416
31563,720,1544,4,892068813
22144,645,1340,4,879854592
60978,377,1484,4,891402926
41328,479,1269,4,884846771
58871,800,1322,5,884497471
56458,602,1527,4,876087250
76917,68,1150,2,891619501
31109,482,672,3,877192436
83862,516,1503,4,891564143
37229,378,920,4,883039744
5050,686,1557,5,878258404
66021,67,1230,4,875222781
53972,639,1645,2,879809423
111,877,1687,3,880242158
11815,833,393,2,893106447
36380,479,1442,4,884843673
37443,553,1141,3,879224342
55081,732,1410,3,876111036
75769,233,1176,5,891830730
12992,646,1041,4,891585391
45601,439,1268,5,886175946
78388,253,1617,4,889100741
42364,494,1505,4,875241544
2576,915,1629,4,879824478
2235,661,1653,4,891400871
37989,602,1270,4,876027435
59964,212,1699,3,881236140
54480,160,1565,5,891572526
82219,73,1297,4,879562505
32181,942,1226,4,884673257
52874,655,962,3,885361806
7892,626,752,2,880760762
5887,917,905,3,880677384
34241,463,1507,4,886399545
85450,62,1409,4,891724764
74420,222,1692,1,891602576
83482,154,1646,3,884317629
42934,468,1603,5,893487585
56172,571,1423,4,882754266
32111,724,672,3,875155214
58636,816,1213,4,890276741
14066,910,1098,5,891753636
23732,940,1092,5,883694198
82604,646,986,4,891585619
53327,794,1390,5,888547795
7137,619,1509,5,893064927
68072,778,1063,2,878551883
53437,204,949,5,892980149
62660,118,1224,3,880231905
44807,336,1573,5,876893214
